,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ n,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed,order_ y
2061,2062,9,5,1135.772,12,5.99,24.99,131.91,4,5.99,24.99,49.96,1.0,300.0,517.0,445.0,26.0,80.0,2.0,11.0,0.09852216748768473,0.07991171657977852,19.0,19.0,0,0,1,0,1,0,0,0,0,0,1
2062,2063,9,5,4.187,1,177.99,177.99,177.99,1,177.99,177.99,177.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0056182931625372206,0.0056182931625372206,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2063,2064,9,5,99.65799999999999,2,269.0,269.0,538.0,1,269.0,269.0,269.0,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0037174721189591076,0.0037174721189591076,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2064,2065,9,5,4591.014,51,14.95,44.99,801.58,7,14.95,44.99,144.91,5.0,4000.0,507.0,41.0,10.0,42.0,2.0,23.0,0.06130553335814022,0.048997036564776435,30.040000000000003,30.040000000000003,0,0,1,0,1,0,0,0,0,0,1
2065,2066,9,5,14251.886,8,60.0,60.0,420.0,2,60.0,60.0,120.0,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.019831223628691982,0.016666666666666666,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2066,2067,9,5,99.374,2,89.99,89.99,179.98,1,89.99,89.99,89.99,1.0,10000.0,494.0,21.0,92.0,56.0,2.0,10.0,0.011112345816201801,0.011112345816201801,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2067,2068,9,5,767.059,8,13.99,349.99,537.43,7,13.99,34.99,187.44,5.0,2900.0,477.0,179.0,10.0,59.0,2.0,19.0,0.01273729028129218,0.03654815882028899,336.0,21.0,0,0,1,0,1,0,0,0,0,0,1
2068,2069,9,5,338.472,7,89.99,129.99,479.96,1,129.99,129.99,129.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0145845487123927,0.007692899453804138,40.000000000000014,0.0,0,0,0,0,0,1,0,0,0,0,0
2069,2070,9,5,5724.549,79,3.0,29.99,706.5,5,9.99,14.99,59.95,1.0,1500.0,538.0,305.0,20.0,58.0,2.0,15.0,0.11279117568823342,0.08142217397204503,26.99,5.0,0,0,1,0,1,0,0,0,0,0,1
2070,2071,9,5,297.1,8,7.99,39.99,177.92,8,7.99,39.99,177.92,5.0,4500.0,613.0,433.0,26.0,66.0,2.0,17.0,0.04341506691583139,0.04341506691583139,32.0,32.0,0,0,1,0,1,0,0,0,0,0,1
2071,2072,9,5,250.72799999999998,18,9.99,1299.99,8715.86,6,9.99,1299.99,3469.94,1.0,800.0,492.0,3.0,2.0,53.0,1.0,16.0,0.0020061809121448377,0.001594398222527346,1290.0,1290.0,0,0,1,0,0,1,0,0,0,0,0
2072,2073,9,5,47.268,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2073,2074,9,5,58.545,6,17.99,17.99,53.97,1,17.99,17.99,17.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.11117287381878822,0.05558643690939411,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2074,2075,9,5,1549.374,11,1.0,29.99,192.94,2,3.0,29.99,32.99,1.0,15500.0,534.0,134.0,125.0,46.0,2.0,10.0,0.04948570216676682,0.047634169577643694,28.99,26.99,0,0,0,0,0,1,0,0,0,0,0
2075,2076,9,5,6566.965999999999,109,4.9,99.99,2155.88,10,4.9,29.99,159.72,1.0,600.0,557.0,38.0,5.0,41.0,1.0,47.0,0.05241699629783268,0.0696431737027376,95.08999999999999,25.089999999999996,0,0,0,0,0,1,0,0,0,0,0
2076,2077,9,5,121.559,3,5.95,5.95,11.9,1,5.95,5.95,5.95,1.0,5000.0,499.0,79.0,67.0,35.0,2.0,10.0,0.25210084033613445,0.1680672268907563,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2077,2078,9,5,207.801,5,14.99,24.99,104.95,1,24.99,24.99,24.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04764173415912339,0.040016006402561026,9.999999999999998,0.0,0,0,0,0,0,1,0,0,0,0,0
2078,2079,9,5,2066.259,16,20.0,829.99,6139.88,3,399.99,829.99,1679.97,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0024415820586369107,0.0017052204376353517,809.99,430.0,0,0,1,0,1,0,0,0,0,0,1
2079,2080,9,5,62.001999999999995,8,14.99,14.99,104.93,2,14.99,14.99,29.98,1.0,5500.0,524.0,118.0,63.0,37.0,1.0,11.0,0.07884043908059918,0.066711140760507,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2080,2081,9,5,1009.668,12,15.99,40.0,316.91,2,24.99,40.0,64.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.038094277028646394,0.03106091666977276,24.009999999999998,15.010000000000002,0,0,1,0,1,0,0,0,0,0,1
2081,2082,9,5,741.971,14,10.99,39.99,145.92,3,10.99,39.99,61.97,1.0,1500.0,532.0,34.0,1.0,40.0,2.0,24.0,0.0870419766952127,0.04537695282957712,29.0,29.0,0,0,1,0,1,0,0,0,0,0,1
2082,2083,9,5,602.9159999999999,33,8.0,39.99,735.71,6,11.99,39.99,154.94,1.0,300.0,538.0,280.0,5.0,52.0,1.0,115.0,0.046514833063432445,0.04081447553398938,31.990000000000002,28.0,0,0,1,0,1,0,0,0,0,0,1
2083,2084,9,5,5787.183000000001,13,9.99,159.99,909.91,1,9.99,9.99,9.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.014287127298304229,0.10010010010010009,150.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2084,2085,9,5,1633.355,23,3.99,55.0,722.6,5,3.99,45.0,148.88,1.0,600.0,482.0,76.0,3.0,63.0,1.0,135.0,0.03152391877336929,0.030740415067092745,51.01,41.01,0,0,1,0,1,0,0,0,0,0,1
2085,2086,9,5,27.820999999999998,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
2086,2087,9,5,18581.836,100,6.99,79.99,1789.07,13,9.9,39.99,211.6,1.0,3000.0,553.0,179.0,11.0,44.0,2.0,30.0,0.052944350874500244,0.052801874828213094,73.0,30.090000000000003,0,0,1,0,1,0,0,0,0,0,1
2087,2088,9,5,566.923,9,24.99,27.99,248.91,3,27.99,27.99,83.97,1.0,300.0,500.0,199.0,5.0,48.0,2.0,140.0,0.036163537380391554,0.035727045373347616,3.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2088,2089,9,5,1728.9589999999998,31,69.99,69.99,699.9,3,69.99,69.99,209.97,1.0,600.0,70.0,71.0,4.0,53.0,2.0,12.0,0.0563345784091605,0.014287755393627661,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2089,2090,9,5,4.876,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
2090,2091,9,5,1602.642,13,12.99,1199.0,11801.99,1,999.0,999.0,999.0,1.0,3200.0,490.0,183.0,10.0,53.0,1.0,24.0,0.0011015091522700831,0.001001001001001001,1186.01,0.0,0,0,1,0,1,0,0,0,0,0,1
2091,2092,9,5,5414.6990000000005,45,14.99,149.95,2920.06,3,39.99,47.99,135.97,5.0,9500.0,485.0,224.0,24.0,60.0,2.0,52.0,0.0161794909255997,0.021934634788330774,134.95999999999998,8.0,0,0,1,0,1,0,0,0,0,0,1
2092,2093,9,5,2286.6279999999997,25,12.99,19.95,298.66,4,12.99,12.99,51.96,1.0,900.0,577.0,69.0,7.0,54.0,1.0,58.0,0.08616333458583293,0.07698229407236337,6.959999999999999,0.0,0,0,1,0,1,0,0,0,0,0,1
2093,2094,9,5,1403.07,21,12.99,29.99,297.84,7,12.99,29.99,123.93,5.0,5000.0,582.0,358.0,4.0,61.0,2.0,10.0,0.06131074782835159,0.05312555339118114,17.0,17.0,0,0,1,0,1,0,0,0,0,0,1
2094,2095,9,5,577.044,3,29.99,29.99,89.97,2,29.99,29.99,59.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2095,2096,9,5,83.73100000000001,3,8.99,8.99,26.97,2,8.99,8.99,17.98,1.0,600.0,557.0,120.0,1.0,36.0,1.0,72.0,0.11123470522803112,0.11123470522803114,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2096,2097,9,5,339.653,3,69.99,69.99,139.98,1,69.99,69.99,69.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.021431633090441493,0.014287755393627663,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2097,2098,9,5,361.87199999999996,6,34.99,34.99,209.94,1,34.99,34.99,34.99,1.0,1000.0,486.0,53.0,14.0,33.0,2.0,68.0,0.028579594169762787,0.028579594169762784,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2098,2099,9,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007812906922235532,0.007812906922235532,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
2099,2100,9,5,310.847,6,79.99,89.99,329.96,1,79.99,79.99,79.99,1.0,2500.0,70.0,217.0,11.0,40.0,2.0,21.0,0.01818402230573403,0.012501562695336917,10.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2100,2101,9,5,0.0,1,299.99,299.99,299.99,1,299.99,299.99,299.99,1.0,300.0,389.0,355.0,9.0,50.0,2.0,200.0,0.0033334444481482716,0.0033334444481482716,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2101,2102,9,5,29.545,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2102,2103,9,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0072467268950190825,0.0072467268950190825,69.01,69.01,0,0,0,0,0,1,0,0,0,0,0
2103,2104,9,5,5168.608,51,6.95,26.99,521.37,11,6.95,26.99,143.77,1.0,4000.0,548.0,59.0,21.0,31.0,2.0,45.0,0.10143228502981803,0.07718214987370194,20.04,20.04,0,0,1,0,1,0,0,0,0,0,0
2104,2105,9,5,1735.786,23,17.95,129.99,1419.64,3,17.95,129.99,165.89,1.0,600.0,420.0,12.0,3.0,23.0,2.0,77.0,0.01383825643369231,0.015095911090289165,112.04,112.04,0,0,1,0,1,0,0,0,0,0,1
2105,2106,9,5,550.82,5,19.99,25.95,111.87,1,19.99,19.99,19.99,1.0,1500.0,529.0,261.0,8.0,64.0,2.0,14.0,0.044905829833320136,0.05002501250625312,5.960000000000001,0.0,0,0,1,0,1,0,0,0,0,0,0
2106,2107,9,5,243.13299999999998,6,49.99,49.99,149.97,2,49.99,49.99,99.98,5.0,600.0,410.0,15.0,14.0,84.0,1.0,156.0,0.04211368589507375,0.020004000800160033,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1
2107,2108,9,5,977.257,21,14.99,64.95,741.06,3,14.99,39.95,94.89,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.026737031743859236,0.026200546468540635,49.96,24.96,0,0,0,0,0,1,0,0,0,0,0
2108,2109,9,5,3774.115,12,13.99,19.99,67.96,3,13.99,19.99,33.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.1425793907971484,0.11147116007777055,5.999999999999998,5.999999999999998,0,0,1,0,1,0,0,0,0,0,1
2109,2110,9,5,3267.847,136,3.99,119.95,5246.28,9,29.95,49.95,345.25,1.0,2300.0,482.0,25.0,14.0,39.0,2.0,177.0,0.024806641411177464,0.026109660574412535,115.96000000000001,20.000000000000004,0,0,1,0,1,0,0,0,0,0,0
2110,2111,9,5,12.960999999999999,1,14.99,14.99,14.99,1,14.99,14.99,14.99,1.0,1000.0,529.0,139.0,16.0,40.0,2.0,13.0,0.066711140760507,0.066711140760507,14.99,14.99,0,0,1,0,1,0,0,0,0,0,0
2111,2112,9,5,98.56700000000001,6,49.99,59.99,339.94,6,49.99,59.99,339.94,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.018124089600128884,0.018124089600128884,10.0,10.0,0,0,1,0,0,1,0,0,0,0,0
2112,2113,9,5,19789.285,79,5.9,399.99,4875.99,5,5.9,387.03,1203.35,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.017280496672893466,0.0032862586918499565,394.09000000000003,381.13,0,0,1,0,1,0,0,0,0,0,0
2113,2114,9,5,61.739,3,99.99,99.99,199.98,1,99.99,99.99,99.99,1.0,600.0,489.0,124.0,8.0,44.0,2.0,50.0,0.015001500150015003,0.010001000100010001,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2114,2115,9,5,81.469,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,800.0,577.0,14.0,32.0,30.0,2.0,22.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2115,2116,9,5,0.0,1,22.99,22.99,22.99,1,22.99,22.99,22.99,1.0,300.0,389.0,355.0,9.0,50.0,2.0,200.0,0.04349717268377556,0.04349717268377556,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2116,2117,9,5,713.105,39,4.99,49.99,595.26,13,4.99,49.99,255.71,1.0,3000.0,512.0,214.0,20.0,40.0,2.0,17.0,0.06293475934183827,0.05005752684367637,45.0,45.0,0,0,1,0,1,0,0,0,0,0,1
2117,2118,9,5,744.457,3,279.99,449.99,1009.97,1,279.99,279.99,279.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.002970385258968088,0.0035715561270045367,170.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2118,2119,9,5,1126.496,28,9.99,59.99,624.72,5,12.0,24.99,82.96,5.0,2000.0,500.0,76.0,48.0,49.0,2.0,17.0,0.04901002170443818,0.06119389284949362,50.0,12.989999999999998,0,0,1,0,1,0,0,0,0,0,1
2119,2120,9,5,2436.624,6,949.99,1499.99,6949.95,1,1499.99,1499.99,1499.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0008633155634213196,0.0006666711111407409,550.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2120,2121,9,5,26.831,2,1799.99,1799.99,3599.98,1,1799.99,1799.99,1799.99,1.0,800.0,492.0,3.0,2.0,53.0,1.0,16.0,0.0005555586419924554,0.0005555586419924554,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
2121,2122,9,5,170.15400000000002,9,7.99,19.99,83.13,1,8.39,8.39,8.39,1.0,600.0,70.0,49.0,0.0,46.0,2.0,27.0,0.10826416456153014,0.11918951132300357,11.999999999999998,0.0,0,0,0,0,0,1,0,0,0,0,0
2122,2123,9,5,2139.3179999999998,32,139.99,149.99,709.95,1,139.99,139.99,139.99,4.0,300.0,434.0,9.0,10.0,31.0,2.0,11.0,0.04425598928660206,0.007143367383384529,10.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2123,2124,9,5,1783.172,21,11.99,54.99,744.8,4,11.99,34.99,111.96,5.0,300.0,428.0,42.0,3.0,34.0,2.0,79.0,0.028327408183788223,0.034842566613485906,43.0,23.0,0,0,1,0,1,0,0,0,0,0,1
2124,2125,9,5,35.407,2,11.99,11.99,23.98,2,11.99,11.99,23.98,1.0,2500.0,537.0,306.0,13.0,58.0,1.0,11.0,0.08340283569641367,0.08340283569641367,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2125,2126,9,5,2317.819,25,5.0,49.99,552.76,2,9.99,49.99,59.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04987074317585035,0.05002501250625313,44.99,40.0,0,0,1,0,1,0,0,0,0,0,1
2126,2127,9,5,873.925,13,12.99,24.99,143.91,3,12.99,24.99,50.97,1.0,600.0,70.0,55.0,6.0,40.0,1.0,417.0,0.0915642332977616,0.058428279287174985,11.999999999999998,11.999999999999998,0,0,1,0,1,0,0,0,0,0,1
2127,2128,9,5,722.115,17,7.0,17.95,209.78,3,7.0,17.95,34.94,5.0,14300.0,531.0,222.0,21.0,48.0,2.0,10.0,0.08214895859837883,0.08692412765429033,10.95,10.95,0,0,1,0,1,0,0,0,0,0,1
2128,2129,9,5,534.685,4,19.99,69.99,229.96,3,19.99,69.99,159.97,5.0,2700.0,472.0,113.0,11.0,56.0,2.0,10.0,0.017197527176618606,0.018981704557069226,50.0,50.0,0,0,1,0,1,0,0,0,0,0,1
2129,2130,9,5,118.12899999999999,4,9.99,34.99,84.96,4,9.99,34.99,84.96,1.0,300.0,567.0,5.0,1.0,21.0,2.0,194.0,0.045381410124180045,0.045381410124180045,25.0,25.0,0,0,1,0,1,0,0,0,0,0,1
2130,2131,9,5,71.985,3,49.99,49.99,149.97,1,49.99,49.99,49.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2131,2132,9,5,564.025,20,19.9,89.99,399.37,2,29.99,89.99,119.98,1.0,600.0,70.0,84.0,1.0,34.0,2.0,309.0,0.043939412432412644,0.015153811183512654,70.09,60.0,0,0,1,0,1,0,0,0,0,0,0
2132,2133,9,5,170.581,3,39.99,39.99,119.97,2,39.99,39.99,79.98,5.0,3500.0,487.0,191.0,21.0,41.0,2.0,25.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2133,2134,9,5,2575.505,27,8.39,69.95,485.02,3,12.99,19.95,50.93,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05563224666163327,0.06102212051868803,61.56,6.959999999999999,0,0,1,0,1,0,0,0,0,0,1
2134,2135,9,5,3510.0879999999997,69,4.99,49.99,713.76,8,4.99,49.99,109.92,1.0,600.0,481.0,67.0,10.0,29.0,1.0,345.0,0.09782027609583353,0.06425277798775418,45.0,45.0,0,0,1,0,1,0,0,0,0,0,1
2135,2136,9,5,504.915,3,17.99,17.99,35.98,1,17.99,17.99,17.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.08337965536409116,0.05558643690939411,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2136,2137,9,5,5586.49,148,3.0,69.99,2160.28,20,3.0,69.99,332.85,1.0,800.0,485.0,69.0,2.0,21.0,2.0,121.0,0.07249377151158407,0.062058180634359555,66.99,66.99,0,0,1,0,1,0,0,0,0,0,1
2137,2138,9,5,279.784,1,99.99,99.99,99.99,1,99.99,99.99,99.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.010001000100010001,0.010001000100010001,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2138,2139,9,5,936.02,20,14.99,49.99,623.8,2,19.99,35.99,55.98,1.0,600.0,70.0,318.0,1.0,56.0,1.0,377.0,0.03090842676107786,0.03334444814938313,35.0,16.000000000000004,0,0,1,0,1,0,0,0,0,0,1
2139,2140,9,5,536.515,4,9.99,12.99,45.96,2,9.99,12.99,22.98,1.0,300.0,507.0,18.0,0.0,26.0,2.0,569.0,0.08658008658008658,0.08658008658008658,3.0,3.0,0,0,1,0,1,0,0,0,0,0,1
2140,2141,9,5,343.145,5,4.99,69.99,149.96,2,4.99,69.99,74.98,1.0,300.0,80.0,14.0,1.0,29.0,1.0,49.0,0.02759191556873836,0.020693936676553767,65.0,65.0,0,0,1,0,1,0,0,0,0,0,1
2141,2142,9,5,328.93800000000005,2,269.0,269.0,538.0,1,269.0,269.0,269.0,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0037174721189591076,0.0037174721189591076,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2142,2143,9,5,985.428,8,19.99,19.99,159.92,1,19.99,19.99,19.99,5.0,5000.0,498.0,15.0,99.0,42.0,1.0,10.0,0.05002501250625313,0.05002501250625313,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2143,2144,9,5,246.727,15,9.99,14.99,189.85,2,9.99,14.99,24.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.084687042882439,0.08578781812982557,5.0,5.0,0,0,0,0,0,1,0,0,0,0,0
2144,2145,9,5,2437.923,44,3.0,249.99,1523.44,17,9.95,249.99,641.79,5.0,2500.0,508.0,382.0,12.0,51.0,2.0,68.0,0.029519528989184682,0.02785152927439957,246.99,240.04000000000002,0,0,1,0,1,0,0,0,0,0,1
2145,2146,9,5,751.336,31,49.99,1799.99,13089.85,5,59.99,1799.99,3419.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.003085388734270695,0.0018221125143759315,1750.0,1740.0,0,0,1,0,1,0,0,0,0,0,0
2146,2147,9,5,1141.818,22,12.99,39.95,606.66,5,19.99,39.95,149.91,5.0,300.0,428.0,83.0,10.0,43.0,1.0,191.0,0.03557516673990967,0.03256499677310486,26.96,19.960000000000004,0,0,1,0,1,0,0,0,0,0,1
2147,2148,9,5,1144.26,2,39.99,39.99,39.99,1,39.99,39.99,39.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.037509377344336084,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2148,2149,9,5,796.543,42,7.0,39.99,355.82,1,7.0,7.0,7.0,1.0,4000.0,533.0,297.0,16.0,50.0,2.0,10.0,0.10901865625714337,0.14285714285714285,32.99,0.0,0,0,1,0,0,1,0,0,0,0,0
2149,2150,9,5,383.81,2,39.99,39.99,79.98,1,39.99,39.99,39.99,1.0,2200.0,533.0,286.0,7.0,50.0,2.0,52.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2150,2151,9,5,27.076999999999998,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
2151,2152,9,5,0.0,1,299.99,299.99,299.99,1,299.99,299.99,299.99,1.0,300.0,389.0,355.0,9.0,50.0,2.0,200.0,0.0033334444481482716,0.0033334444481482716,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2152,2153,9,5,14437.32,91,7.99,124.95,1862.71,7,10.9,20.9,104.3,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05056221951696369,0.06785336623193515,116.96000000000001,9.999999999999998,0,0,1,0,1,0,0,0,0,0,1
2153,2154,9,5,11965.056,27,9.99,39.99,399.85,7,9.99,39.99,199.93,1.0,600.0,70.0,105.0,0.0,34.0,2.0,303.0,0.06879554154398651,0.03560589362315401,30.0,30.0,0,0,1,0,1,0,0,0,0,0,0
2154,2155,9,5,140.08,4,699.0,1499.0,4596.0,1,1499.0,1499.0,1499.0,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0008703220191470844,0.00066711140760507,800.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2155,2156,9,5,92.583,3,9.99,11.99,31.97,1,9.99,9.99,9.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.09624639076034648,0.10010010010010009,2.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2156,2157,9,5,6.25,4,14.99,14.99,59.96,1,14.99,14.99,14.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.066711140760507,0.066711140760507,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
2157,2158,9,5,10697.044,29,14.99,79.99,1079.71,6,14.99,79.99,174.94,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03300814200836208,0.04001600640256103,65.0,65.0,0,0,1,0,1,0,0,0,0,0,1
2158,2159,9,5,1653.967,14,14.99,169.0,817.89,4,14.99,159.99,244.96,4.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.01644048160335797,0.01574591918261184,154.01,145.0,0,0,1,0,1,0,0,0,0,0,0
2159,2160,9,5,4.837,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
2160,2161,9,5,445.62300000000005,6,17.99,29.99,127.94,6,17.99,29.99,127.94,1.0,200.0,547.0,321.0,1.0,65.0,2.0,147.0,0.04758046886051206,0.04758046886051206,12.0,12.0,0,0,1,0,1,0,0,0,0,0,1
2161,2162,9,5,888.069,6,39.99,99.99,389.94,4,39.99,99.99,249.96,5.0,3900.0,534.0,184.0,17.0,38.0,1.0,41.0,0.015732811902995976,0.01624629381422363,59.99999999999999,59.99999999999999,0,0,1,0,1,0,0,0,0,0,1
2162,2163,9,5,2377.77,13,5.0,14.99,122.93,1,9.99,9.99,9.99,1.0,700.0,485.0,14.0,15.0,52.0,2.0,14.0,0.10575124054339867,0.10010010010010009,9.99,0.0,0,0,0,0,0,1,0,0,0,0,0
2163,2164,9,5,120.571,4,12.99,27.99,81.96,1,12.99,12.99,12.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04880429477794046,0.07698229407236336,14.999999999999998,0.0,0,0,0,0,0,1,0,0,0,0,0
2164,2165,9,5,898.408,12,9.99,9.99,109.89,4,9.99,9.99,39.96,5.0,3500.0,515.0,68.0,59.0,60.0,2.0,60.0,0.10901991100010903,0.10010010010010009,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
2165,2166,9,5,2.997,2,229.99,249.99,479.98,2,229.99,249.99,479.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0041324021653787344,0.0041324021653787344,20.0,20.0,0,0,1,0,1,0,0,0,0,0,0
2166,2167,9,5,66.193,6,29.99,29.99,179.94,1,29.99,29.99,29.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
2167,2168,9,5,159.38,6,59.99,79.99,299.96,1,79.99,79.99,79.99,1.0,600.0,515.0,258.0,10.0,42.0,2.0,15.0,0.020002667022269636,0.012501562695336917,19.999999999999993,0.0,0,0,1,0,1,0,0,0,0,0,1
2168,2169,9,5,2042.565,50,4.99,49.99,568.66,9,4.99,49.99,140.91,1.0,600.0,523.0,13.0,2.0,43.0,2.0,343.0,0.08953285452342624,0.06281315278203835,45.0,45.0,0,0,1,0,1,0,0,0,0,0,1
2169,2170,9,5,2161.232,54,5.99,29.99,896.84,9,7.99,29.99,171.33,5.0,1300.0,578.0,208.0,3.0,47.0,2.0,59.0,0.06223098564455239,0.05693680015183145,24.0,22.0,0,0,1,0,1,0,0,0,0,0,1
