sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly orderable,availability_ mixed,order_ y
2506.0,10.0,5.0,149.648,4.0,199.99,199.99,399.98,1.0,199.99,199.99,199.99,1.0,2500.0,564.0,384.0,10.0,69.0,2.0,59.0,0.090069436,0.09683667,48.95,13.99,0,1,0,1,0,0,0,0,0
2511.0,10.0,5.0,1727.8970000000002,71.0,7.0,34.99,1061.38,4.0,12.99,14.99,57.96,5.0,20000.0,538.0,322.0,47.0,71.0,2.0,11.0,0.026418589,0.029874181,39.96,39.96,0,1,0,1,0,0,0,0,1
2513.0,10.0,5.0,236.31099999999998,4.0,10.99,139.99,161.97,1.0,10.99,10.99,10.99,5.0,300.0,472.0,133.0,15.0,57.0,1.0,39.0,0.09155765,0.09260688,19.0,11.0,0,1,0,1,0,0,0,0,1
2516.0,10.0,5.0,10716.973,46.0,12.99,199.99,1136.16,10.0,12.99,139.99,367.9,5.0,1500.0,493.0,58.0,26.0,51.0,2.0,11.0,0.016680567,0.01601281,24.999996,24.999996,0,1,0,1,0,0,0,0,1
2521.0,10.0,5.0,820.0930000000001,14.0,7.95,39.95,152.65,2.0,7.95,9.99,17.94,1.0,300.0,438.0,9.0,2.0,27.0,2.0,55.0,0.05035795,0.037608124,62.0,15.000002,0,1,0,1,0,0,0,0,0
2522.0,10.0,5.0,6828.262,13.0,699.0,1199.0,8491.0,1.0,799.0,799.0,799.0,5.0,6000.0,490.0,241.0,13.0,70.0,2.0,26.0,0.037509374,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
2523.0,10.0,5.0,265.134,3.0,3.99,99.99,113.97,3.0,3.99,99.99,113.97,5.0,2000.0,581.0,221.0,8.0,53.0,1.0,50.0,0.050980706,0.044503786,30.000002,14.960001,0,1,0,1,0,0,0,0,1
2539.0,10.0,5.0,148.849,3.0,49.99,49.99,99.98,1.0,49.99,49.99,49.99,1.0,2700.0,519.0,81.0,28.0,45.0,2.0,12.0,0.05436086,0.052461967,61.989998,30.000002,0,1,0,1,0,0,0,0,0
2552.0,10.0,5.0,1708.3329999999999,30.0,1.99,12.9,143.68,6.0,1.99,12.9,46.69,5.0,2000.0,588.0,439.0,29.0,49.0,2.0,12.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
2557.0,10.0,5.0,4.276,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1200.0,481.0,84.0,17.0,37.0,1.0,15.0,0.06268364,0.03640335,54.95,14.960001,0,1,1,0,0,0,0,0,0
2563.0,10.0,5.0,1664.0829999999999,43.0,5.0,35.99,777.64,7.0,5.0,35.99,126.94,3.0,600.0,453.0,132.0,12.0,43.0,2.0,37.0,0.04319464,0.043490864,40.04,21.01,0,1,0,1,0,0,0,0,0
2565.0,10.0,5.0,1008.0319999999999,3.0,19.99,45.99,95.97,3.0,19.99,45.99,95.97,1.0,4000.0,538.0,233.0,15.0,51.0,2.0,65.0,0.024396192,0.024396192,5.0,5.0,0,1,0,1,0,0,0,0,0
2574.0,10.0,5.0,2656.67,43.0,8.99,49.99,629.38,3.0,9.95,49.99,69.89,5.0,2900.0,508.0,123.0,28.0,38.0,2.0,68.0,0.08454498,0.07834944,48.0,48.0,0,1,0,1,0,0,0,0,1
2577.0,10.0,5.0,650.814,10.0,5.99,24.99,154.92,4.0,22.99,24.99,95.96,5.0,2500.0,509.0,318.0,9.0,49.0,2.0,11.0,0.02227494,0.02378564,30.04,30.04,0,1,0,1,0,0,0,0,1
2581.0,10.0,5.0,1835.274,35.0,11.99,39.99,758.72,6.0,13.99,39.99,122.94,5.0,2000.0,543.0,223.0,18.0,63.0,2.0,35.0,0.12503126,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
2587.0,10.0,5.0,1574.7839999999999,69.0,199.99,199.99,999.95,1.0,199.99,199.99,199.99,1.0,300.0,438.0,7.0,9.0,46.0,2.0,10.0,0.025006251,0.025006251,0.0,0.0,0,1,1,0,0,0,0,0,0
2593.0,10.0,5.0,571.809,14.0,59.99,119.99,1239.86,2.0,69.99,69.99,139.98,5.0,8500.0,603.0,220.0,10.0,41.0,1.0,53.0,0.09099181,0.09099181,16.0,16.0,0,1,0,1,0,0,0,0,1
2603.0,10.0,5.0,2421.623,29.0,5.0,59.99,474.68,6.0,5.0,24.99,99.95,3.0,300.0,418.0,4.0,1.0,32.0,2.0,44.0,0.023261223,0.023261223,0.0,0.0,0,1,0,1,0,0,0,0,0
2604.0,10.0,5.0,915.189,6.0,14.99,27.95,113.83,2.0,14.99,27.95,42.94,5.0,3000.0,518.0,92.0,34.0,37.0,1.0,17.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
2610.0,10.0,5.0,1899.2320000000002,24.0,9.95,59.99,549.46,7.0,9.95,40.0,162.86,5.0,2200.0,498.0,122.0,16.0,49.0,1.0,14.0,0.07974746,0.016262807,13.0,3.0,0,1,0,1,0,0,0,0,1
2614.0,10.0,5.0,390.52099999999996,11.0,99.95,99.95,399.8,1.0,99.95,99.95,99.95,5.0,1000.0,399.0,148.0,3.0,55.0,2.0,33.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,1
2616.0,10.0,5.0,1609.767,36.0,9.99,54.99,629.81,8.0,9.99,54.99,294.92,2.0,2200.0,513.0,172.0,6.0,47.0,1.0,373.0,0.033344448,0.033344448,0.0,0.0,0,1,0,1,0,0,0,0,0
2620.0,10.0,5.0,173.149,1.0,19.99,19.99,19.99,1.0,19.99,19.99,19.99,5.0,5000.0,510.0,18.0,19.0,55.0,1.0,25.0,0.0547693,0.05184892,29.99,29.99,0,1,0,1,0,0,0,0,1
2621.0,10.0,5.0,979.533,22.0,179.0,289.0,2383.94,3.0,179.0,199.99,557.99,5.0,1400.0,406.0,24.0,8.0,64.0,1.0,10.0,0.019638559,0.033344448,50.0,0.0,0,1,0,1,0,0,0,0,1
2627.0,10.0,5.0,359.959,6.0,14.99,29.99,119.94,3.0,14.99,29.99,59.97,5.0,8500.0,544.0,167.0,61.0,50.0,2.0,12.0,0.020004,0.020004,0.0,0.0,0,1,0,1,0,0,0,0,1
2632.0,10.0,5.0,999.33,23.0,15.95,59.95,751.22,2.0,59.95,59.95,119.9,5.0,1100.0,578.0,125.0,4.0,44.0,2.0,191.0,0.05558644,0.055586435,0.0,0.0,0,1,0,1,0,0,0,0,1
2633.0,10.0,5.0,518.231,16.0,5.99,24.99,238.37,16.0,5.99,24.99,238.37,5.0,2900.0,70.0,98.0,0.0,46.0,2.0,312.0,0.016131112,0.0076928986,50.04001,0.0,0,1,0,1,0,0,0,0,1
2638.0,10.0,5.0,559.188,20.0,9.99,39.99,461.8,8.0,9.99,39.99,177.92,5.0,4000.0,564.0,322.0,28.0,55.0,2.0,18.0,0.037999295,0.04357959,85.96,44.0,0,1,0,1,0,0,0,0,1
2644.0,10.0,5.0,131.369,3.0,29.99,29.99,59.98,1.0,29.99,29.99,29.99,3.0,600.0,432.0,12.0,20.0,47.0,2.0,23.0,0.054575223,0.06289668,15.0,15.0,0,1,0,1,0,0,0,0,0
2645.0,10.0,5.0,1828.9679999999998,89.0,4.99,59.99,1076.94,6.0,8.99,22.99,80.87,1.0,4000.0,545.0,68.0,6.0,46.0,2.0,18.0,0.044839863,0.052809928,125.95,54.95,0,1,0,1,0,0,0,0,0
2650.0,10.0,5.0,1943.247,50.0,3.99,39.99,472.8,4.0,7.0,39.99,106.97,5.0,2500.0,490.0,355.0,10.0,59.0,1.0,206.0,0.04389923,0.033965986,50.0,25.000002,0,1,0,1,0,0,0,0,1
2653.0,10.0,5.0,10870.371000000001,134.0,9.99,89.95,2499.63,7.0,9.99,89.95,269.68,5.0,300.0,70.0,19.0,0.0,28.0,2.0,631.0,0.012501563,0.012501563,0.0,0.0,0,1,0,1,0,0,0,0,1
2654.0,10.0,5.0,3818.566,65.0,6.59,59.99,1228.22,7.0,6.59,19.99,111.53,5.0,4000.0,518.0,76.0,15.0,44.0,2.0,53.0,0.05912883,0.063742965,47.5,47.5,0,1,0,1,0,0,0,0,1
2663.0,10.0,5.0,550.999,25.0,89.99,299.99,4359.78,1.0,249.99,249.99,249.99,5.0,1200.0,497.0,18.0,2.0,47.0,1.0,195.0,0.039073948,0.041447915,17.0,17.0,0,1,0,1,0,0,0,0,1
2671.0,10.0,5.0,2118.751,24.0,5.99,14.99,181.6,9.0,9.99,9.99,49.95,5.0,4000.0,518.0,151.0,18.0,39.0,2.0,10.0,0.02500625,0.02500625,0.0,0.0,0,1,0,1,0,0,0,0,1
2674.0,10.0,5.0,93.53399999999999,1.0,119.99,119.99,119.99,1.0,119.99,119.99,119.99,1.0,4000.0,592.0,103.0,7.0,43.0,1.0,18.0,0.010486729,0.015413335,215.0,31.999996,0,1,0,1,0,0,0,0,0
2680.0,10.0,5.0,1433.705,15.0,24.99,69.99,699.85,3.0,59.99,59.99,179.97,3.0,600.0,70.0,23.0,0.0,46.0,2.0,653.0,0.08409924,0.036370248,46.99,44.99,0,1,0,1,0,0,0,0,0
2685.0,10.0,5.0,11222.788,19.0,3.99,49.95,436.57,4.0,3.99,49.95,68.92,5.0,10000.0,504.0,80.0,24.0,43.0,1.0,10.0,0.06263639,0.07642782,75.0,15.0,0,1,0,1,0,0,0,0,1
2692.0,10.0,5.0,3068.228,24.0,3.0,29.99,364.88,8.0,3.0,24.99,121.96,5.0,1000.0,548.0,123.0,10.0,42.0,2.0,21.0,0.12707812,0.09532889,18.0,4.0,0,1,0,1,0,0,0,0,1
2703.0,10.0,5.0,3773.007,87.0,7.99,99.99,1854.8,7.0,9.99,27.95,142.89,5.0,3000.0,503.0,114.0,11.0,39.0,2.0,43.0,0.04971097,0.055191446,15.0,10.0,0,1,0,1,0,0,0,0,1
2708.0,10.0,5.0,458.704,14.0,0.99,309.99,1510.87,5.0,39.99,309.99,659.95,4.0,300.0,514.0,34.0,23.0,28.0,2.0,287.0,0.0391967,0.06671114,77.96,0.0,0,1,0,1,0,0,0,0,0
2719.0,10.0,5.0,45.468,2.0,269.0,269.0,538.0,1.0,269.0,269.0,269.0,3.0,2400.0,564.0,289.0,8.0,56.0,1.0,52.0,0.013378933,0.010363768,167.0,167.0,0,1,0,1,0,0,0,0,0
2722.0,10.0,5.0,1637.4820000000002,16.0,3.99,59.99,537.84,7.0,3.99,59.99,147.93,5.0,5000.0,538.0,223.0,112.0,65.0,1.0,21.0,0.03333889,0.03333889,0.0,0.0,0,1,0,1,0,0,0,0,1
2729.0,10.0,5.0,126.56299999999999,7.0,9.99,59.99,170.93,7.0,9.99,59.99,170.93,5.0,3000.0,578.0,512.0,31.0,69.0,2.0,19.0,0.01982639,0.025015635,54.949997,29.95,0,1,0,1,0,0,0,0,1
2734.0,10.0,5.0,256.35900000000004,4.0,74.99,74.99,149.98,1.0,74.99,74.99,74.99,1.0,18000.0,551.0,169.0,144.0,46.0,1.0,15.0,0.0016147263,0.0014306152,300.0,0.0,0,1,0,1,0,0,0,0,0
2742.0,10.0,5.0,1185.112,48.0,6.99,59.9,1304.21,4.0,8.99,59.9,126.87,1.0,2800.0,535.0,104.0,8.0,43.0,2.0,50.0,0.00800064,0.010001,120.00001,0.0,0,1,0,1,0,0,0,0,0
2743.0,10.0,5.0,2534.534,67.0,1.0,59.0,461.98,8.0,3.0,59.0,96.0,5.0,600.0,451.0,12.0,12.0,39.0,1.0,203.0,0.020553928,0.026502354,159.95999,65.96,0,1,0,1,0,0,0,0,1
2747.0,10.0,5.0,1617.356,7.0,16.99,79.99,246.93,1.0,19.99,19.99,19.99,1.0,600.0,434.0,68.0,12.0,39.0,2.0,24.0,0.040246077,0.040246077,12.0,12.0,0,1,0,0,1,0,0,0,0
2753.0,10.0,5.0,1266.958,19.0,2.95,149.99,604.55,7.0,2.95,129.99,227.28,5.0,1400.0,502.0,119.0,9.0,32.0,2.0,14.0,0.099675424,0.1182499,30.04,10.0,0,1,0,1,0,0,0,0,1
2756.0,10.0,5.0,318.073,7.0,15.0,19.99,54.98,1.0,19.99,19.99,19.99,5.0,2600.0,518.0,215.0,4.0,49.0,1.0,16.0,0.023815194,0.024248302,25.000002,25.000002,0,1,0,1,0,0,0,0,1
2757.0,10.0,5.0,547.0930000000001,32.0,9.99,169.99,970.76,4.0,14.99,29.99,84.97,5.0,700.0,396.0,54.0,10.0,30.0,2.0,23.0,0.052221116,0.07145409,22.99,2.0100002,0,1,0,1,0,0,0,0,1
2760.0,10.0,5.0,4959.313,69.0,3.0,29.99,447.39,6.0,3.0,12.99,48.87,1.0,800.0,485.0,54.0,7.0,35.0,2.0,36.0,0.16146632,0.14705883,42.0,17.0,0,1,0,1,0,0,0,0,0
2762.0,10.0,5.0,214.65599999999998,9.0,24.95,105.0,385.6,1.0,37.95,37.95,37.95,5.0,3800.0,540.0,69.0,28.0,36.0,2.0,14.0,0.06135838,0.06135838,35.0,35.0,0,1,0,1,0,0,0,0,1
2767.0,10.0,5.0,8173.451999999999,117.0,7.99,129.99,3243.7,13.0,10.0,59.99,312.91,5.0,5000.0,476.0,164.0,18.0,53.0,2.0,129.0,0.056163363,0.05899705,82.04,27.04,0,1,0,1,0,0,0,0,1
2778.0,10.0,5.0,1338.598,13.0,13.99,229.99,1047.92,2.0,13.99,189.99,203.98,5.0,8500.0,546.0,377.0,10.0,71.0,1.0,76.0,0.008334028,0.008334028,0.0,0.0,0,1,0,1,0,0,0,0,1
2780.0,10.0,5.0,952.159,30.0,12.99,49.99,418.85,3.0,12.99,49.99,92.97,5.0,0.0,433.0,47.0,14.0,24.0,1.0,382.0,0.019460661,0.016680567,0.0,0.0,0,1,0,1,0,0,0,0,1
2782.0,10.0,5.0,445.004,4.0,169.0,169.0,676.0,2.0,169.0,169.0,338.0,3.0,300.0,438.0,122.0,10.0,42.0,1.0,29.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,0
2790.0,10.0,5.0,790.607,10.0,39.99,59.95,509.82,1.0,49.99,49.99,49.99,1.0,2600.0,530.0,149.0,11.0,33.0,2.0,667.0,0.135821,0.08006405,7.0,1.0,0,1,0,1,0,0,0,0,0
2793.0,10.0,5.0,71.098,3.0,399.99,399.99,1199.97,1.0,399.99,399.99,399.99,1.0,5000.0,449.0,9.0,31.0,31.0,2.0,11.0,0.14027041,0.1001001,5.0,0.0,0,1,0,1,0,0,0,0,0
2796.0,10.0,5.0,752.212,6.0,12.99,17.99,97.94,2.0,17.99,17.99,35.98,5.0,5000.0,537.0,213.0,24.0,49.0,2.0,115.0,0.06484432,0.057391793,28.000002,28.000002,0,1,0,1,0,0,0,0,1
2797.0,10.0,5.0,1868.1589999999999,19.0,4.99,19.99,304.81,4.0,14.99,19.99,64.96,1.0,5000.0,596.0,25.0,114.0,37.0,2.0,10.0,0.023680199,0.023680199,133.0,133.0,0,1,0,0,1,0,0,0,0
2800.0,10.0,5.0,855.9060000000001,10.0,19.99,24.99,69.97,1.0,24.99,24.99,24.99,2.0,600.0,520.0,69.0,3.0,37.0,2.0,62.0,0.043497175,0.043497175,0.0,0.0,0,1,0,1,0,0,0,0,0
2811.0,10.0,5.0,1398.892,43.0,12.49,49.99,1196.07,9.0,12.49,39.99,194.91,5.0,2100.0,524.0,194.0,6.0,34.0,2.0,32.0,0.01940998,0.018424448,90.0,80.0,0,1,0,1,0,0,0,0,1
2813.0,10.0,5.0,580.97,10.0,19.99,99.99,349.92,1.0,19.99,19.99,19.99,2.0,900.0,569.0,132.0,1.0,56.0,2.0,69.0,0.020004002,0.020004,20.0,20.0,0,1,0,1,0,0,0,0,0
2817.0,10.0,5.0,453.037,6.0,12.99,129.99,198.94,2.0,12.99,14.99,27.98,5.0,3000.0,513.0,134.0,11.0,36.0,2.0,117.0,0.042015128,0.03647163,51.0,51.0,0,1,0,1,0,0,0,0,1
2821.0,10.0,5.0,1084.501,13.0,3.0,219.99,899.42,2.0,8.99,15.99,24.98,5.0,2500.0,516.0,219.0,22.0,55.0,2.0,15.0,0.045015756,0.027280167,50.0,50.0,0,1,0,1,0,0,0,0,1
2826.0,10.0,5.0,22.669,1.0,19.99,19.99,19.99,1.0,19.99,19.99,19.99,1.0,600.0,80.0,219.0,3.0,72.0,2.0,50.0,0.010001,0.010001,0.0,0.0,0,1,0,1,0,0,0,0,0
2827.0,10.0,5.0,639.555,13.0,7.99,19.99,180.89,13.0,7.99,19.99,180.89,5.0,4000.0,531.0,305.0,6.0,51.0,2.0,32.0,0.0047772983,0.0041668406,275.0,270.0,0,1,0,1,0,0,0,0,1
2829.0,10.0,5.0,434.471,7.0,199.99,199.99,599.97,1.0,199.99,199.99,199.99,1.0,2500.0,564.0,384.0,10.0,69.0,2.0,59.0,0.038260993,0.05881252,34.0,34.0,0,1,0,1,0,0,0,0,0
2832.0,10.0,5.0,2583.947,45.0,7.0,189.99,1340.64,8.0,14.99,189.99,379.92,5.0,300.0,436.0,0.0,0.0,27.0,2.0,29.0,0.030650059,0.030650059,27.000002,27.000002,0,1,0,1,0,0,0,0,1
2838.0,10.0,5.0,1577.765,101.0,6.99,14.99,528.99,6.0,6.99,9.99,50.96,5.0,300.0,447.0,223.0,14.0,31.0,2.0,11.0,0.02116738,0.015875535,0.0,0.0,0,1,0,1,0,0,0,0,1
2839.0,10.0,5.0,12002.926000000001,17.0,9.99,149.0,617.8,3.0,14.99,29.99,64.97,1.0,200.0,546.0,91.0,3.0,30.0,2.0,64.0,0.00400016,0.00400016,0.0,0.0,0,1,0,1,0,0,0,0,0
2845.0,10.0,5.0,359.435,3.0,39.99,39.99,79.98,1.0,39.99,39.99,39.99,5.0,12000.0,532.0,82.0,80.0,62.0,2.0,11.0,0.22126023,0.19288729,6.99,6.99,0,1,0,1,0,0,0,0,1
2848.0,10.0,5.0,1528.8229999999999,11.0,7.99,49.99,298.1,11.0,7.99,49.99,298.1,1.0,600.0,513.0,220.0,10.0,60.0,2.0,31.0,0.017584099,0.040160645,991.01,0.0,0,1,0,1,0,0,0,0,0
2849.0,10.0,5.0,1459.829,14.0,12.99,34.0,277.89,7.0,12.99,24.99,136.93,5.0,4900.0,562.0,221.0,64.0,45.0,2.0,14.0,0.062247135,0.055381205,134.0,74.0,0,1,0,1,0,0,0,0,1
2851.0,10.0,5.0,689.3,10.0,159.99,199.99,1919.9,2.0,179.99,199.99,379.98,5.0,4000.0,546.0,203.0,14.0,44.0,1.0,149.0,0.033339396,0.020004,59.999996,0.0,0,1,0,1,0,0,0,0,1
2852.0,10.0,5.0,87.62,1.0,39.99,39.99,39.99,1.0,39.99,39.99,39.99,1.0,3000.0,492.0,27.0,16.0,21.0,1.0,54.0,0.09361652,0.09361652,2.0,2.0,0,1,0,1,0,0,0,0,0
2854.0,10.0,5.0,1310.38,27.0,7.99,34.99,480.84,1.0,12.0,12.0,12.0,1.0,9500.0,551.0,183.0,20.0,64.0,2.0,10.0,0.010067114,0.0067114094,0.0,0.0,0,1,0,0,1,0,0,0,0
2860.0,10.0,5.0,2442.634,65.0,3.99,29.99,762.64,5.0,3.99,29.99,103.95,5.0,3000.0,545.0,301.0,13.0,56.0,2.0,21.0,0.062599905,0.054966196,27.0,23.0,0,1,0,1,0,0,0,0,1
2863.0,10.0,5.0,667.452,9.0,2.99,17.99,77.92,3.0,2.99,12.99,18.97,5.0,3000.0,481.0,125.0,7.0,39.0,1.0,89.0,0.17793196,0.14306152,5.0,0.0,0,1,0,1,0,0,0,0,0
2864.0,10.0,5.0,146.585,2.0,7.99,7.99,15.98,1.0,7.99,7.99,7.99,5.0,2800.0,521.0,105.0,10.0,48.0,2.0,17.0,0.055949006,0.055949006,43.99,43.99,0,1,0,1,0,0,0,0,1
2865.0,10.0,5.0,1812.3,28.0,29.99,89.95,1479.36,4.0,59.99,89.95,279.88,5.0,3000.0,575.0,85.0,27.0,32.0,2.0,17.0,0.06245598,0.06671114,3.0,0.0,0,1,0,1,0,0,0,0,1
2876.0,10.0,5.0,260.811,9.0,12.99,69.99,199.92,5.0,12.99,69.99,147.96,5.0,2500.0,538.0,347.0,67.0,58.0,2.0,10.0,0.040016007,0.040016007,0.0,0.0,0,1,0,1,0,0,0,0,1
2887.0,10.0,5.0,7912.975,56.0,5.0,299.0,3454.71,8.0,5.0,199.99,781.94,1.0,1000.0,542.0,49.0,12.0,31.0,2.0,11.0,0.0046441066,0.0033334445,253.98999,0.0,0,1,0,1,0,0,0,0,0
2888.0,10.0,5.0,299.56,3.0,19.99,19.99,59.97,2.0,19.99,19.99,39.98,5.0,2000.0,564.0,223.0,33.0,54.0,2.0,11.0,0.02007406,0.022732439,190.0,180.0,0,1,0,1,0,0,0,0,1
2890.0,10.0,5.0,3358.341,59.0,7.99,69.99,1158.52,6.0,14.99,24.99,114.94,5.0,4000.0,538.0,128.0,16.0,30.0,2.0,67.0,0.03491438,0.027949821,54.96,54.96,0,1,0,1,0,0,0,0,1
2891.0,10.0,5.0,967.7360000000001,2.0,12.99,17.99,30.98,2.0,12.99,17.99,30.98,5.0,8500.0,613.0,360.0,15.0,68.0,1.0,46.0,0.006289308,0.006289308,0.0,0.0,0,1,0,1,0,0,0,0,1
2896.0,10.0,5.0,3323.625,79.0,149.99,779.99,33865.23,3.0,399.99,399.99,1199.97,5.0,300.0,538.0,3.0,0.0,43.0,2.0,113.0,0.055710305,0.055710305,0.0,0.0,0,0,0,1,0,0,0,0,1
2898.0,10.0,5.0,5552.547,27.0,79.99,399.99,9759.73,1.0,399.99,399.99,399.99,1.0,300.0,391.0,7.0,11.0,20.0,2.0,34.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,0
2899.0,10.0,5.0,562.995,3.0,599.0,599.0,1797.0,1.0,599.0,599.0,599.0,2.0,4000.0,527.0,185.0,15.0,34.0,1.0,37.0,0.0314505,0.02500625,39.01,0.0,0,1,0,1,0,0,0,0,0
2900.0,10.0,5.0,3336.1279999999997,98.0,3.99,189.99,1746.09,11.0,5.49,189.99,323.39,5.0,300.0,412.0,0.0,0.0,27.0,1.0,24.0,0.051843934,0.052311517,43.0,15.0,0,1,0,1,0,0,0,0,1
2906.0,10.0,5.0,670.227,10.0,14.99,35.99,255.9,10.0,14.99,35.99,255.9,5.0,2700.0,518.0,503.0,15.0,74.0,1.0,21.0,0.069937944,0.068435505,46.0,46.0,0,1,0,1,0,0,0,0,1
2907.0,10.0,5.0,1358.261,4.0,299.99,329.99,1229.96,1.0,299.99,299.99,299.99,1.0,2500.0,556.0,214.0,14.0,66.0,2.0,57.0,0.08576329,0.05717553,5.0,5.0,0,1,0,0,1,0,0,0,0
2913.0,10.0,5.0,199.482,2.0,27.99,39.99,67.98,2.0,27.99,39.99,67.98,5.0,10000.0,539.0,49.0,41.0,55.0,2.0,11.0,0.10833178,0.06897741,56.95,46.99,0,1,0,1,0,0,0,0,1
2927.0,10.0,5.0,277.988,3.0,29.99,29.99,89.97,1.0,29.99,29.99,29.99,5.0,9500.0,522.0,77.0,14.0,51.0,1.0,11.0,0.03751407,0.042875517,10.0,10.0,0,1,0,1,0,0,0,0,1
2928.0,10.0,5.0,245.56,6.0,24.99,29.99,164.94,2.0,24.99,29.99,54.98,5.0,10500.0,540.0,63.0,10.0,64.0,1.0,14.0,0.013637883,0.015693951,170.0,170.0,0,1,0,1,0,0,0,0,1
2930.0,10.0,5.0,887.03,16.0,24.99,59.99,854.84,2.0,59.99,59.99,119.98,5.0,600.0,524.0,36.0,8.0,20.0,2.0,60.0,0.02500625,0.02500625,0.0,0.0,0,1,0,1,0,0,0,0,1
2934.0,10.0,5.0,497.935,15.0,7.99,99.99,656.73,7.0,7.99,99.99,310.89,5.0,5000.0,474.0,61.0,9.0,46.0,2.0,10.0,0.05379236,0.04850837,15.0,15.0,0,1,0,1,0,0,0,0,1
2936.0,10.0,5.0,879.221,9.0,3.99,29.99,120.72,8.0,3.99,29.99,116.73,5.0,1300.0,525.0,71.0,20.0,30.0,1.0,26.0,0.008375911,0.009175153,232.0,82.00001,0,1,0,1,0,0,0,0,1
2940.0,10.0,5.0,6261.99,12.0,9.99,299.99,837.89,11.0,9.99,299.99,537.9,1.0,20000.0,544.0,105.0,118.0,44.0,2.0,10.0,0.06816633,0.050025012,27.000002,0.0,0,1,0,1,0,0,0,0,1
2941.0,10.0,5.0,3973.452,16.0,39.99,39.99,399.9,5.0,39.99,39.99,119.97,1.0,2900.0,550.0,361.0,12.0,64.0,1.0,23.0,0.08130081,0.06671114,20.0,0.0,0,1,0,0,1,0,0,0,1
2942.0,10.0,5.0,3401.913,67.0,3.95,99.99,1121.67,18.0,3.99,99.99,382.83,5.0,2500.0,518.0,62.0,18.0,35.0,2.0,17.0,0.011571137,0.011629258,150.0,140.0,0,1,0,1,0,0,0,0,1
2945.0,10.0,5.0,6508.352,199.0,3.0,59.99,1751.74,4.0,5.0,19.99,36.99,1.0,1000.0,526.0,301.0,21.0,54.0,2.0,13.0,0.041058768,0.033366702,27.050001,19.960001,0,1,0,1,0,0,0,0,0
2947.0,10.0,5.0,8618.362,100.0,3.0,99.99,2503.23,9.0,13.95,59.95,318.61,1.0,600.0,70.0,117.0,3.0,34.0,2.0,510.0,0.025809366,0.027280167,380.0,30.000002,0,1,0,1,0,0,0,0,0
2951.0,10.0,5.0,1488.515,17.0,3.99,44.99,389.86,7.0,3.99,34.99,119.94,1.0,1700.0,586.0,266.0,9.0,46.0,2.0,176.0,0.042178836,0.023815194,92.0,92.0,0,1,1,0,0,0,0,0,1
2954.0,10.0,5.0,295.584,11.0,9.99,59.95,436.65,9.0,9.99,59.95,316.75,5.0,8000.0,553.0,67.0,11.0,55.0,1.0,11.0,0.06912647,0.062005837,56.0,56.0,0,1,0,1,0,0,0,0,1
2957.0,10.0,5.0,1511.349,20.0,3.0,79.99,258.94,1.0,7.0,7.0,7.0,1.0,600.0,460.0,53.0,20.0,43.0,2.0,17.0,0.025006251,0.025006251,0.0,0.0,0,1,0,1,0,0,0,0,0
2958.0,10.0,5.0,646.661,6.0,24.99,29.99,129.95,6.0,24.99,29.99,129.95,5.0,3000.0,513.0,158.0,19.0,41.0,2.0,21.0,0.041876048,0.040016007,45.0,45.0,0,1,0,1,0,0,0,0,1
2962.0,10.0,5.0,492.784,3.0,14.99,49.99,92.97,3.0,14.99,49.99,92.97,5.0,4100.0,543.0,220.0,61.0,52.0,2.0,10.0,0.089913994,0.025018763,42.0,20.04,0,1,0,1,0,0,0,0,1
2971.0,10.0,5.0,3436.775,90.0,9.9,79.9,2118.5,1.0,9.9,9.9,9.9,1.0,1400.0,528.0,356.0,11.0,52.0,2.0,15.0,0.042100154,0.03449267,58.99,48.99,0,1,0,0,1,0,0,0,0
2979.0,10.0,5.0,5649.545999999999,19.0,7.0,99.99,796.38,2.0,39.95,39.99,79.94,1.0,2500.0,510.0,224.0,24.0,40.0,2.0,41.0,0.04416311,0.04416311,30.04,30.04,0,1,0,1,0,0,0,0,0
2981.0,10.0,5.0,1183.5739999999998,7.0,15.0,59.95,239.85,1.0,59.95,59.95,59.95,5.0,1500.0,567.0,13.0,52.0,21.0,2.0,14.0,0.04834377,0.05028717,43.0,36.99,0,1,0,1,0,0,0,0,1
2982.0,10.0,5.0,909.209,33.0,12.99,64.99,694.69,5.0,14.99,29.99,120.95,5.0,1300.0,519.0,106.0,23.0,45.0,2.0,16.0,0.083402835,0.083402835,16.0,16.0,0,1,0,1,0,0,0,0,1
