sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder
2273|20|7|2073.207|3|249.99|299.99|849.97|1|299.99|299.99|299.99|1|y|completely orderable|?|?|?|?|?|?|?|?
2273|20|7|2085.678|3|249.99|299.99|849.97|1|299.99|299.99|299.99|2|y|completely orderable|?|?|?|?|?|?|?|?
2273|20|7|2271.412|3|249.99|299.99|849.97|1|299.99|299.99|299.99|2|y|completely orderable|?|?|?|?|?|?|?|?
2273|20|7|2308.699|3|249.99|299.99|849.97|1|299.99|299.99|299.99|2|y|completely orderable|?|?|?|?|?|?|?|?
2273|20|7|2347.276|3|249.99|299.99|849.97|1|299.99|299.99|299.99|2|y|completely orderable|?|?|?|?|?|?|?|?
2273|20|7|2467.107|3|249.99|299.99|849.97|1|299.99|299.99|299.99|?|y|completely orderable|?|?|?|?|?|?|?|?
2274|20|7|101.778|2|59.99|59.99|119.98|1|59.99|59.99|59.99|?|?|?|?|?|?|?|?|?|?|?
2274|20|7|313.243|5|59.99|59.99|239.96|2|59.99|59.99|119.98|?|?|?|?|?|?|?|?|?|?|?
2274|20|7|577.974|7|59.99|69.99|369.94|2|59.99|59.99|119.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2274|20|7|615.141|7|59.99|69.99|369.94|2|59.99|59.99|119.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2274|20|7|651.395|7|59.99|69.99|369.94|2|59.99|59.99|119.98|1|y|?|?|?|?|?|?|?|?|?
2274|20|7|676.361|7|59.99|69.99|369.94|2|59.99|59.99|119.98|1|y|?|?|?|?|?|?|?|?|?
2274|20|7|1243.267|7|59.99|69.99|369.94|2|59.99|59.99|119.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2274|20|7|1275.53|7|59.99|69.99|369.94|2|59.99|59.99|119.98|?|y|completely orderable|?|?|?|?|?|?|?|?
2275|20|7|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?
2275|20|7|4.804|2|599.99|599.99|599.99|2|599.99|599.99|599.99|?|?|?|?|?|?|?|?|?|?|?
2276|20|7|838.898|17|179.99|399.99|4619.83|1|399.99|399.99|399.99|?|?|?|?|?|?|?|?|?|?|?
2276|20|7|867.778|17|179.99|399.99|4619.83|1|399.99|399.99|399.99|2|y|completely orderable|?|?|?|?|?|?|?|?
2276|20|7|916.553|17|179.99|399.99|4619.83|1|399.99|399.99|399.99|1|y|completely orderable|?|?|?|?|?|?|?|?
2276|20|7|2823.346|31|179.99|399.99|9019.69|2|299.99|399.99|699.98|?|?|?|?|?|?|?|?|?|?|?
2276|20|7|2844.079|31|179.99|399.99|9019.69|2|299.99|399.99|699.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2276|20|7|2908.813|32|179.99|399.99|9319.68|2|299.99|399.99|699.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2276|20|7|2973.68|32|179.99|399.99|9319.68|2|299.99|399.99|699.98|2|y|completely orderable|?|?|?|?|?|?|?|?
2276|20|7|3044.035|32|179.99|399.99|9319.68|2|299.99|399.99|699.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|218.673|11|39.99|39.99|79.98|1|39.99|39.99|39.99|?|?|?|?|?|?|?|?|?|?|?
2277|20|7|333.927|17|39.99|159.99|879.93|2|39.99|159.99|199.98|?|?|?|?|?|?|?|?|?|?|?
2277|20|7|474.467|26|29.99|159.99|1149.84|3|29.99|159.99|229.97|?|?|?|?|?|?|?|?|?|?|?
2277|20|7|821.147|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|?|?|?|?|?|?|?|?|?|?|?
2277|20|7|836.802|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|1|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|953.87|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|2|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1029.228|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|2|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1059.327|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|1|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1082.367|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|2|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1110.721|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|2|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1114.597|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|1|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1130.472|36|12.99|159.99|1423.52|4|29.9|159.99|259.87|1|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1205.517|39|12.99|159.99|1513.49|5|29.9|159.99|289.86|?|?|?|?|?|?|?|?|?|?|?
2277|20|7|1211.97|39|12.99|159.99|1513.49|5|29.9|159.99|289.86|1|y|completely orderable|?|?|?|?|?|?|?|?
2277|20|7|1234.204|39|12.99|159.99|1513.49|5|29.9|159.99|289.86|1|y|completely orderable|?|?|?|?|?|?|?|?
2278|20|7|20.29|4|29.99|29.99|119.96|1|29.99|29.99|29.99|?|?|?|26189|800|508|81|2|34|2|12
2278|20|7|121.061|9|29.99|49.99|369.91|2|29.99|49.99|79.98|?|?|?|26189|800|508|81|2|34|2|12
2278|20|7|133.014|9|29.99|49.99|369.91|2|29.99|49.99|79.98|2|y|completely orderable|26189|800|508|81|2|34|2|12
2278|20|7|146.764|9|29.99|49.99|369.91|2|29.99|49.99|79.98|?|y|completely orderable|26189|800|508|81|2|34|2|12
2278|20|7|156.041|9|29.99|49.99|369.91|2|29.99|49.99|79.98|4|y|completely orderable|26189|800|508|81|2|34|2|12
2278|20|7|180.91|9|29.99|49.99|369.91|2|29.99|49.99|79.98|?|y|completely orderable|26189|800|508|81|2|34|2|12
2279|20|7|14254.955|77|12.95|29.9|1433.27|1|19.99|19.99|19.99|?|?|?|?|?|?|?|?|?|?|?
2279|20|7|14262.595|78|12.95|29.9|1453.26|2|19.99|19.99|39.98|?|?|?|?|?|?|?|?|?|?|?
2279|20|7|14288.127|79|12.95|29.9|1468.25|3|14.99|19.99|54.97|?|?|?|?|?|?|?|?|?|?|?
2279|20|7|14331.969|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|?|?|?|?|?|?|?|?|?|?|?
2279|20|7|14349.404|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|2|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14448.305|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|2|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14463.454|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|2|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14479.921|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|2|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14498.803|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|2|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14523.213|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|2|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14547.138|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|3|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14610.956|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|4|y|completely orderable|?|?|?|?|?|?|?|?
2279|20|7|14628.331|81|12.95|29.9|1504.23|4|14.99|19.99|72.96|5|y|completely orderable|?|?|?|?|?|?|?|?
2280|20|7|401.401|10|24.99|99.95|409.84|1|24.99|24.99|24.99|?|?|?|?|?|?|?|?|?|?|?
2280|20|7|412.426|10|24.99|99.95|409.84|1|24.99|24.99|24.99|2|y|completely orderable|?|?|?|?|?|?|?|?
2281|20|7|1959.635|42|62.99|849.99|14351.65|1|109.99|109.99|109.99|?|?|?|26190|0|380|96|0|48|1|704
2282|20|7|504.894|12|19.99|59.95|344.8|1|34.99|34.99|34.99|?|?|?|?|?|?|?|?|?|?|?
2282|20|7|547.434|15|19.99|59.95|464.77|2|34.99|39.99|74.98|?|?|?|?|?|?|?|?|?|?|?
2282|20|7|567.939|15|19.99|59.95|464.77|2|34.99|39.99|74.98|2|y|completely orderable|?|?|?|?|?|?|?|?
2282|20|7|776.041|15|19.99|59.95|464.77|2|34.99|39.99|74.98|3|y|completely orderable|?|?|?|?|?|?|?|?
2282|20|7|809.814|15|19.99|59.95|464.77|2|34.99|39.99|74.98|4|y|completely orderable|?|?|?|?|?|?|?|?
2282|20|7|845.699|15|19.99|59.95|464.77|2|34.99|39.99|74.98|5|y|completely orderable|?|?|?|?|?|?|?|?
2283|20|7|201.803|11|9.99|17.95|71.74|1|15.95|15.95|15.95|?|?|?|?|?|?|?|?|?|?|?
2284|20|7|0.0|1|169.0|169.0|169.0|1|169.0|169.0|169.0|?|?|?|?|?|?|?|?|?|?|?
2284|20|7|0.0|2|99.99|169.0|268.99|2|99.99|169.0|268.99|?|?|?|?|?|?|?|?|?|?|?
2284|20|7|0.0|3|99.99|169.0|398.98|3|99.99|169.0|398.98|?|?|?|?|?|?|?|?|?|?|?
2285|20|7|275.305|7|34.99|59.99|344.93|1|49.99|49.99|49.99|?|?|?|26191|600|492|48|1|67|2|203
2285|20|7|296.157|10|34.99|59.99|494.9|2|49.99|49.99|99.98|?|?|?|26191|600|492|48|1|67|2|203
2285|20|7|310.122|10|34.99|59.99|494.9|2|49.99|49.99|99.98|2|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|546.746|10|34.99|59.99|494.9|2|49.99|49.99|99.98|2|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|601.17|10|34.99|59.99|494.9|2|49.99|49.99|99.98|?|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|636.046|10|34.99|59.99|494.9|2|49.99|49.99|99.98|2|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|647.575|10|34.99|59.99|494.9|2|49.99|49.99|99.98|?|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|658.429|12|34.99|59.99|594.88|3|49.99|49.99|149.97|?|?|?|26191|600|492|48|1|67|2|203
2285|20|7|672.274|12|34.99|59.99|594.88|3|49.99|49.99|149.97|?|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|690.796|12|34.99|59.99|594.88|3|49.99|49.99|149.97|1|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|717.453|12|34.99|59.99|594.88|3|49.99|49.99|149.97|?|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|837.587|13|34.99|59.99|644.87|3|49.99|49.99|149.97|?|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|859.78|13|34.99|59.99|644.87|3|49.99|49.99|149.97|3|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|987.003|13|34.99|59.99|644.87|3|49.99|49.99|149.97|?|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|998.93|13|34.99|59.99|644.87|3|49.99|49.99|149.97|4|y|completely orderable|26191|600|492|48|1|67|2|203
2285|20|7|1013.187|13|34.99|59.99|644.87|3|49.99|49.99|149.97|?|y|completely orderable|26191|600|492|48|1|67|2|203
2286|20|7|79.356|4|89.99|89.99|269.97|1|89.99|89.99|89.99|?|?|?|?|?|?|?|?|?|?|?
2287|20|7|156.267|7|19.99|19.99|99.95|1|19.99|19.99|19.99|?|?|?|?|?|?|?|?|?|?|?
2287|20|7|204.582|8|19.99|19.99|119.94|2|19.99|19.99|39.98|?|?|?|?|?|?|?|?|?|?|?
2287|20|7|297.893|11|17.99|19.99|177.91|2|19.99|19.99|39.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2287|20|7|359.545|14|17.99|19.99|237.88|2|19.99|19.99|39.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2287|20|7|386.979|17|17.99|19.99|297.85|3|19.99|19.99|59.97|?|?|?|?|?|?|?|?|?|?|?
2287|20|7|411.512|17|17.99|19.99|297.85|3|19.99|19.99|59.97|1|y|completely orderable|?|?|?|?|?|?|?|?
2287|20|7|575.834|18|17.99|19.99|317.84|3|19.99|19.99|59.97|2|y|completely orderable|?|?|?|?|?|?|?|?
2287|20|7|684.824|18|17.99|19.99|317.84|3|19.99|19.99|59.97|2|y|completely orderable|?|?|?|?|?|?|?|?
2287|20|7|770.748|18|17.99|19.99|317.84|3|19.99|19.99|59.97|3|y|completely orderable|?|?|?|?|?|?|?|?
2287|20|7|829.721|18|17.99|19.99|317.84|3|19.99|19.99|59.97|5|y|completely orderable|?|?|?|?|?|?|?|?
2288|20|7|74.765|2|53.99|53.99|107.98|1|53.99|53.99|53.99|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|629.522|18|9.99|53.99|290.81|2|13.99|53.99|67.98|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|1671.829|42|3.0|53.99|559.68|3|13.99|53.99|87.97|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|2104.226|66|3.0|53.99|1054.44|4|13.99|53.99|112.96|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|2776.483|97|3.0|53.99|1854.13|5|13.99|53.99|127.95|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|2924.79|101|3.0|53.99|1894.09|6|9.99|53.99|137.94|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|3130.202|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|?|?|?|26192|2900|522|227|17|49|2|4
2288|20|7|3150.182|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|2|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3174.623|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|3|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3203.502|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|4|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3236.993|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|4|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3274.917|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|4|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3287.982|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|4|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3304.41|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|4|y|completely orderable|26192|2900|522|227|17|49|2|4
2288|20|7|3314.639|109|3.0|53.99|2036.91|7|9.99|53.99|147.93|5|y|completely orderable|26192|2900|522|227|17|49|2|4
2289|20|7|15.354|2|14.99|14.99|29.98|1|14.99|14.99|14.99|?|?|?|26000|4000|553|34|9|72|2|24
2289|20|7|29.232|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|158.044|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|217.588|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|233.367|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|285.193|2|14.99|14.99|29.98|1|14.99|14.99|14.99|?|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|342.184|2|14.99|14.99|29.98|1|14.99|14.99|14.99|1|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|367.514|2|14.99|14.99|29.98|1|14.99|14.99|14.99|?|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|384.326|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|388.608|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2289|20|7|391.085|2|14.99|14.99|29.98|1|14.99|14.99|14.99|2|y|completely orderable|26000|4000|553|34|9|72|2|24
2290|20|7|233.0|4|299.99|299.99|599.98|1|299.99|299.99|299.99|?|?|?|?|?|?|?|?|?|?|?
2290|20|7|252.558|4|299.99|299.99|599.98|1|299.99|299.99|299.99|1|y|completely orderable|?|?|?|?|?|?|?|?
2290|20|7|326.805|4|299.99|299.99|599.98|1|299.99|299.99|299.99|1|y|completely orderable|?|?|?|?|?|?|?|?
2291|20|7|8.781|2|269.99|269.99|539.98|1|269.99|269.99|269.99|?|?|?|26193|1000|557|256|18|54|1|21
2291|20|7|1310.781|13|269.99|299.99|2009.93|2|269.99|299.99|569.98|?|?|?|26193|1000|557|256|18|54|1|21
2291|20|7|2457.958|15|14.99|299.99|2039.91|3|14.99|299.99|584.97|?|?|?|26193|1000|557|256|18|54|1|21
2291|20|7|2594.419|15|14.99|299.99|2039.91|3|14.99|299.99|584.97|3|y|completely orderable|26193|1000|557|256|18|54|1|21
2291|20|7|2629.994|15|14.99|299.99|2039.91|3|14.99|299.99|584.97|4|y|completely orderable|26193|1000|557|256|18|54|1|21
2291|20|7|2669.822|15|14.99|299.99|2039.91|3|14.99|299.99|584.97|4|y|completely orderable|26193|1000|557|256|18|54|1|21
2291|20|7|2700.328|15|14.99|299.99|2039.91|3|14.99|299.99|584.97|4|y|completely orderable|26193|1000|557|256|18|54|1|21
2291|20|7|2810.487|15|14.99|299.99|2039.91|3|14.99|299.99|584.97|5|y|completely orderable|26193|1000|557|256|18|54|1|21
2292|20|7|1584.471|37|1.0|15.0|261.82|1|9.99|9.99|9.99|?|?|?|26194|4000|518|181|10|61|1|38
2292|20|7|2009.049|46|1.0|15.0|306.73|1|9.99|9.99|9.99|1|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2175.328|47|1.0|15.0|321.72|2|9.99|14.99|24.98|?|?|?|26194|4000|518|181|10|61|1|38
2292|20|7|2175.328|48|1.0|15.0|336.71|3|9.99|14.99|39.97|?|?|?|26194|4000|518|181|10|61|1|38
2292|20|7|2175.328|49|1.0|17.99|354.7|4|9.99|17.99|57.96|?|?|?|26194|4000|518|181|10|61|1|38
2292|20|7|2175.328|50|1.0|17.99|372.69|5|9.99|17.99|75.95|?|?|?|26194|4000|518|181|10|61|1|38
2292|20|7|2175.328|51|1.0|17.99|376.68|6|3.99|17.99|79.94|?|?|?|26194|4000|518|181|10|61|1|38
2292|20|7|2181.981|51|1.0|17.99|376.68|6|3.99|17.99|79.94|1|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2235.585|51|1.0|17.99|376.68|6|3.99|17.99|79.94|2|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2256.377|51|1.0|17.99|376.68|6|3.99|17.99|79.94|3|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2290.622|51|1.0|17.99|376.68|6|3.99|17.99|79.94|4|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2331.374|51|1.0|17.99|376.68|6|3.99|17.99|79.94|4|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2378.306|51|1.0|17.99|376.68|6|3.99|17.99|79.94|4|y|completely orderable|26194|4000|518|181|10|61|1|38
2292|20|7|2395.932|51|1.0|17.99|376.68|6|3.99|17.99|79.94|5|y|completely orderable|26194|4000|518|181|10|61|1|38
2293|20|7|55.201|4|14.99|14.99|59.96|1|14.99|14.99|14.99|?|?|?|26195|200|500|84|3|34|2|40
2293|20|7|845.816|12|12.99|49.95|302.84|1|14.99|14.99|14.99|2|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|897.301|12|12.99|49.95|302.84|1|14.99|14.99|14.99|2|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|952.595|12|12.99|49.95|302.84|1|14.99|14.99|14.99|1|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1084.7|13|12.99|49.95|322.83|2|14.99|19.99|34.98|?|?|?|26195|200|500|84|3|34|2|40
2293|20|7|1084.7|14|12.99|49.95|362.82|3|14.99|39.99|74.97|?|?|?|26195|200|500|84|3|34|2|40
2293|20|7|1084.7|15|12.99|49.95|402.81|4|14.99|39.99|114.96|?|?|?|26195|200|500|84|3|34|2|40
2293|20|7|1094.014|15|12.99|49.95|402.81|4|14.99|39.99|114.96|1|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1184.894|15|12.99|49.95|402.81|4|14.99|39.99|114.96|2|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1210.316|15|12.99|49.95|402.81|4|14.99|39.99|114.96|?|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1242.75|15|12.99|49.95|402.81|4|14.99|39.99|114.96|4|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1277.853|15|12.99|49.95|402.81|4|14.99|39.99|114.96|?|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1290.482|15|12.99|49.95|402.81|4|14.99|39.99|114.96|4|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1416.969|15|12.99|49.95|402.81|4|14.99|39.99|114.96|?|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1439.205|15|12.99|49.95|402.81|4|14.99|39.99|114.96|4|y|completely orderable|26195|200|500|84|3|34|2|40
2293|20|7|1495.309|15|12.99|49.95|402.81|4|14.99|39.99|114.96|?|y|completely orderable|26195|200|500|84|3|34|2|40
2294|20|7|337.357|6|29.99|29.99|89.97|1|29.99|29.99|29.99|?|?|?|?|?|?|?|?|?|?|?
2294|20|7|638.104|14|9.99|29.99|109.95|2|9.99|29.99|39.98|?|?|?|?|?|?|?|?|?|?|?
2294|20|7|1677.809|18|9.99|29.99|122.94|2|9.99|29.99|39.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2294|20|7|1757.906|18|9.99|29.99|122.94|2|9.99|29.99|39.98|2|y|completely orderable|?|?|?|?|?|?|?|?
2294|20|7|1860.392|18|9.99|29.99|122.94|2|9.99|29.99|39.98|?|y|completely orderable|?|?|?|?|?|?|?|?
2295|20|7|52.606|3|39.99|39.99|79.98|1|39.99|39.99|39.99|?|?|?|?|?|?|?|?|?|?|?
2295|20|7|74.621|3|39.99|39.99|79.98|1|39.99|39.99|39.99|1|y|completely orderable|?|?|?|?|?|?|?|?
2296|20|7|22.277|3|59.95|59.95|179.85|1|59.95|59.95|59.95|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|96.408|5|49.99|59.95|279.83|2|49.99|59.95|109.94|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|142.906|7|14.99|59.95|309.81|3|14.99|59.95|124.93|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|187.942|9|14.99|59.95|345.71|4|14.99|59.95|142.88|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|299.895|12|14.99|59.95|525.56|5|14.99|59.95|202.83|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|323.939|14|9.99|59.95|545.54|6|9.99|59.95|212.82|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|507.289|16|9.99|59.95|665.44|7|9.99|59.95|272.77|?|?|?|26196|2000|586|215|5|62|1|8
2296|20|7|519.774|16|9.99|59.95|665.44|7|9.99|59.95|272.77|2|y|completely orderable|26196|2000|586|215|5|62|1|8
2296|20|7|541.736|16|9.99|59.95|665.44|7|9.99|59.95|272.77|2|y|completely orderable|26196|2000|586|215|5|62|1|8
2296|20|7|583.112|16|9.99|59.95|665.44|7|9.99|59.95|272.77|3|y|completely orderable|26196|2000|586|215|5|62|1|8
2296|20|7|642.494|16|9.99|59.95|665.44|7|9.99|59.95|272.77|4|y|completely orderable|26196|2000|586|215|5|62|1|8
2296|20|7|669.838|16|9.99|59.95|665.44|7|9.99|59.95|272.77|5|y|completely orderable|26196|2000|586|215|5|62|1|8
2297|20|7|686.927|27|17.99|39.99|268.88|1|17.99|17.99|17.99|?|?|?|26197|3400|529|310|16|50|1|20
2297|20|7|699.894|27|17.99|39.99|268.88|1|17.99|17.99|17.99|3|y|completely orderable|26197|3400|529|310|16|50|1|20
2297|20|7|705.854|27|17.99|39.99|268.88|1|17.99|17.99|17.99|1|y|completely orderable|26197|3400|529|310|16|50|1|20
2297|20|7|823.964|30|17.99|39.99|291.87|1|17.99|17.99|17.99|1|y|completely orderable|26197|3400|529|310|16|50|1|20
2297|20|7|836.605|30|17.99|39.99|291.87|1|17.99|17.99|17.99|3|y|completely orderable|26197|3400|529|310|16|50|1|20
2297|20|7|843.059|30|17.99|39.99|291.87|1|17.99|17.99|17.99|4|y|completely orderable|26197|3400|529|310|16|50|1|20
2297|20|7|853.231|30|17.99|39.99|291.87|1|17.99|17.99|17.99|5|y|completely orderable|26197|3400|529|310|16|50|1|20
2298|20|7|307.866|7|19.99|19.99|99.95|1|19.99|19.99|19.99|?|?|?|23741|?|?|?|0|21|2|11
2298|20|7|392.281|10|19.99|24.99|149.93|2|19.99|24.99|44.98|?|?|?|23741|?|?|?|0|21|2|11
2298|20|7|402.367|10|19.99|24.99|149.93|2|19.99|24.99|44.98|1|y|completely orderable|23741|?|?|?|0|21|2|11
2298|20|7|443.427|10|19.99|24.99|149.93|2|19.99|24.99|44.98|?|y|completely orderable|23741|?|?|?|0|21|2|11
2298|20|7|455.789|10|19.99|24.99|149.93|2|19.99|24.99|44.98|4|y|completely orderable|23741|?|?|?|0|21|2|11
2298|20|7|510.883|10|19.99|24.99|149.93|2|19.99|24.99|44.98|?|y|completely orderable|23741|?|?|?|0|21|2|11
2299|20|7|3350.553|8|279.0|699.0|2194.0|1|279.0|279.0|279.0|?|?|?|?|?|?|?|?|?|?|?
2299|20|7|3360.586|8|279.0|699.0|2194.0|1|279.0|279.0|279.0|1|y|completely orderable|?|?|?|?|?|?|?|?
2299|20|7|3375.542|8|279.0|699.0|2194.0|1|279.0|279.0|279.0|2|y|completely orderable|?|?|?|?|?|?|?|?
2299|20|7|3565.91|8|279.0|699.0|2194.0|1|279.0|279.0|279.0|3|y|completely orderable|?|?|?|?|?|?|?|?
2299|20|7|3612.042|8|279.0|699.0|2194.0|1|279.0|279.0|279.0|4|y|completely orderable|?|?|?|?|?|?|?|?
2299|20|7|3648.798|8|279.0|699.0|2194.0|1|279.0|279.0|279.0|5|y|completely orderable|?|?|?|?|?|?|?|?
2300|20|7|0.0|1|29.99|29.99|29.99|1|29.99|29.99|29.99|?|?|?|?|?|?|?|?|?|?|?
2300|20|7|5.642|1|29.99|29.99|29.99|1|29.99|29.99|29.99|1|y|completely not orderable|?|?|?|?|?|?|?|?
2300|20|7|76.963|1|29.99|29.99|29.99|1|29.99|29.99|29.99|1|y|completely not orderable|?|?|?|?|?|?|?|?
2300|20|7|184.47|2|14.99|29.99|44.98|2|14.99|29.99|44.98|?|?|?|?|?|?|?|?|?|?|?
2300|20|7|188.329|2|14.99|29.99|44.98|2|14.99|29.99|44.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2300|20|7|271.662|2|14.99|29.99|44.98|2|14.99|29.99|44.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2300|20|7|308.637|2|14.99|29.99|44.98|2|14.99|29.99|44.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2300|20|7|498.876|8|4.95|29.99|49.93|2|14.99|29.99|44.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2300|20|7|521.765|8|4.95|29.99|49.93|2|14.99|29.99|44.98|1|y|completely orderable|?|?|?|?|?|?|?|?
2300|20|7|562.442|8|4.95|29.99|49.93|2|14.99|29.99|44.98|1|y|completely orderable|?|?|?|?|?|?|?|?
